編號,地段位置或門牌,社區簡稱,交易日期,總價(萬元),單價(萬元/坪),總面積(坪),主建物佔比,型態,屋齡,樓別/樓高,主要用途,交易標的,交易筆棟數,建物現況格局,車位總價(萬元),管理組織,電梯,備註,,
1154,關廟區北新一街１０號八樓之３,,113/04/03,840,21,40.09,66.56%,華廈(10層含以下有電梯),,八層/十層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,3房2廳2衛,,有,有,,,
1155,關廟區松柏街３２號,,113/04/29,588,,43.68,,透天厝,40,全/三層,住家用,房地(土地+建物),土:1 建物:1 車位:0,4房2廳3衛,,無,無,其他增建;,,
1156,關廟區北新一街１０號十樓之５,,113/04/25,935,23.3,40.09,66.56%,華廈(10層含以下有電梯),,十層/十層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,3房2廳2衛,,有,有,,,
1157,關廟區新埔二街７２巷１６號,,113/04/22,"1,220",,45.16,,透天厝,1,全/三層,住家用,房地(土地+建物),土:1 建物:1 車位:0,4房2廳3衛,,無,無,,,
1158,關廟區大仁街３２１號五樓之１,,113/04/15,845,23.4,35.51,67.45%,華廈(10層含以下有電梯),,五層/五層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,3房2廳2衛,110,有,有,,,
1159,關廟區山西村崇平路９１號,,113/04/23,770,,35.17,,透天厝,31,全/二層,住家用,房地(土地+建物),土:2 建物:1 車位:0,4房2廳2衛,,無,無,,,
1160,關廟區五慧街６７之３號,,113/04/24,"1,338",,51.09,,透天厝,1,全/四層,住家用,房地(土地+建物),土:2 建物:1 車位:0,4房2廳4衛,,無,無,,,
1161,關廟區五義街８２號,,113/04/10,890,,29.64,,透天厝,41,全/二層,住商用,房地(土地+建物),土:1 建物:1 車位:0,4房2廳3衛,,無,無,頂樓加蓋;其他增建;,,
1162,關廟區民生街１６７巷１３弄６號,,113/04/11,"1,768",,60.89,,透天厝,,全/三層,住家用,房地(土地+建物),土:1 建物:1 車位:0,4房2廳5衛,,無,有,陽台外推;,,
1163,關廟區中山路二段１６５巷５７號,,113/04/08,"1,938",,62.73,,透天厝,,全/三層,住家用,房地(土地+建物),土:1 建物:1 車位:0,4房2廳5衛,,無,有,陽台外推;,,
1164,關廟區中山路二段１６５巷５５號,,113/04/08,"1,938",,66.92,,透天厝,,全/三層,住家用,房地(土地+建物),土:1 建物:1 車位:0,4房2廳5衛,,無,有,陽台外推;,,
1165,關廟區民生街１６７巷１３弄２號,,113/04/08,"1,880",,60.89,,透天厝,,全/三層,住家用,房地(土地+建物),土:1 建物:1 車位:0,4房2廳5衛,,無,有,陽台外推;,,
1166,關廟區五權街２巷７６號,,113/04/25,420,,40.93,,透天厝,31,全/三層,住家用,房地(土地+建物),土:1 建物:1 車位:0,6房2廳3衛,,無,無,親友、員工、共有人或其他特殊關係間之交易;頂樓加蓋;其他增建;,,
1167,關廟區大富街３０１巷３９號,,113/04/02,990,,47.61,,透天厝,29,全/三層,住家用,房地(土地+建物),土:1 建物:1 車位:0,4房2廳3衛,,無,無,頂樓加蓋;,,
1168,關廟區中山路二段９５號,,113/04/01,290,,40.68,,透天厝,36,全/二層,住商用,房地(土地+建物),土:1 建物:1 車位:0,2房1廳2衛,,無,無,親友、員工、共有人或其他特殊關係間之交易;,,
1169,關廟區北勢里忠孝街２１６號,,113/04/12,630,,58.62,,透天厝,10,全/三層,住家用,房地(土地+建物),土:2 建物:1 車位:0,5房2廳3衛,,無,無,含土地增值稅或其他稅費;含地政士服務費;親友、員工、共有人或其他特殊關係間之交易;,,
1170,關廟區松腳里民族街１９巷１２號,,113/03/19,79.77,,24.56,,透天厝,45,全/二層,住家用,房地(土地+建物),土:1 建物:1 車位:0,5房2廳3衛,,無,無,親友、員工、共有人或其他特殊關係間之交易;,,
1171,關廟區埤頭里保東路３巷５９號,,113/03/15,"1,235",,56.64,,透天厝,9,全/四層,住家用,房地(土地+建物),土:2 建物:1 車位:0,4房3廳3衛,,無,無,頂樓加蓋;其他增建;,,
1172,關廟區大仁街３２１號四樓之３,,113/03/02,498,22.2,22.41,69.04%,華廈(10層含以下有電梯),,四層/五層,住家用,房地(土地+建物),土:1 建物:1 車位:0,2房2廳1衛,,有,有,建物第一次登記後移轉,,
1173,關廟區新埔里新埔三街１１９巷３號,,113/03/22,400,,29.64,,透天厝,43,全/二層,住家用,房地(土地+建物),土:1 建物:1 車位:0,3房2廳2衛,,無,無,頂樓加蓋;,,
1174,關廟區大仁街３２１號五樓之３,,113/03/06,628,23.1,26.55,69.04%,華廈(10層含以下有電梯),,五層/五層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,2房2廳1衛,110,有,有,建物第一次登記後移轉,,
1175,關廟區五慧街６７之２號,,113/03/29,"1,308",,50.31,,透天厝,,全/四層,住家用,房地(土地+建物),土:2 建物:1 車位:0,4房2廳4衛,,無,無,,,
1176,關廟區東安街２４１巷９號,,113/03/02,482,,28.24,,透天厝,40,全/二層,住商用,房地(土地+建物),土:1 建物:1 車位:0,2房2廳2衛,,無,無,頂樓加蓋;,,
1177,關廟區北安二街２５７號,,113/03/02,"1,550",,55.83,,透天厝,1,全/四層,住家用,房地(土地+建物),土:2 建物:1 車位:0,4房2廳4衛,,無,無,未登記建物;(包含)公共設施保留地(用地);,,
1178,關廟區五慧街７１之２號,,113/03/12,"1,390",,50.80,,透天厝,,全/四層,住家用,房地(土地+建物),土:2 建物:1 車位:0,3房2廳4衛,,無,無,,,
1179,關廟區大仁街３２１號三樓之６,,113/03/02,840,22.2,36.97,68.10%,華廈(10層含以下有電梯),,三層/五層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,3房2廳2衛,110,有,有,建物第一次登記後移轉,,
1180,關廟區大仁街３２１號四樓之７,,113/03/08,790,22,35.93,67.29%,華廈(10層含以下有電梯),,四層/五層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,3房2廳2衛,90,有,有,建物第一次登記後移轉,,
1181,關廟區大仁街３２１號四樓之１,,113/03/15,825,22.3,35.92,67.45%,華廈(10層含以下有電梯),,四層/五層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,3房2廳2衛,125,有,有,建物第一次登記後移轉,,
1182,關廟區民族街３號,,113/03/21,520,,25.92,,透天厝,44,全/二層,住家用,房地(土地+建物),土:1 建物:1 車位:0,2房2廳2衛,,無,無,,,
1183,關廟區中正路７３巷３弄３５號,,113/03/15,"1,080",,50.68,,透天厝,1,全/四層,住家用,房地(土地+建物),土:2 建物:1 車位:0,4房2廳4衛,,無,無,,,
1184,關廟區新埔二街７２巷８號,,113/03/10,"1,250",,45.88,,透天厝,1,全/三層,住家用,房地(土地+建物),土:1 建物:1 車位:0,4房2廳3衛,,無,無,,,
1185,關廟區北安三街１３５號,,113/03/29,758,,56.48,,透天厝,40,全/三層,住商用,房地(土地+建物),土:1 建物:1 車位:0,7房2廳3衛,,無,無,,,
1186,關廟區大仁街３２１號三樓之７,,113/03/23,810,22,35.93,67.29%,華廈(10層含以下有電梯),,三層/五層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,3房2廳2衛,110,有,有,建物第一次登記後移轉,,
1187,關廟區北新一街１０號九樓之８,,113/03/15,610,22.3,27.29,66.45%,華廈(10層含以下有電梯),,九層/十層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,2房2廳1衛,,有,有,,,
1188,關廟區北新一街１０號九樓之５,,113/03/24,840,21,40.09,66.56%,華廈(10層含以下有電梯),,九層/十層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,3房2廳2衛,,有,有,,,
1189,關廟區香洋里中央路１９２號,,113/02/01,"1,062.07",,46.22,,透天厝,39,全/二層,住商用,房地(土地+建物),土:1 建物:1 車位:0,5房1廳2衛,,無,無,頂樓加蓋;其他增建;,,
1190,關廟區新埔二街７２巷１０號,,113/02/18,"1,122",,41.38,,透天厝,1,全/三層,住家用,房地(土地+建物),土:1 建物:1 車位:0,4房2廳3衛,,無,無,,,
1191,關廟區五慧街６７號,,113/02/23,"1,520",,54.48,,透天厝,,全/四層,住家用,房地(土地+建物),土:2 建物:1 車位:0,4房2廳4衛,,無,無,,,
1192,關廟區花園二街１７號,,113/02/07,"1,595",,59.51,,透天厝,1,全/四層,住家用,房地(土地+建物),土:1 建物:1 車位:0,5房2廳3衛,,無,無,,,
1193,關廟區文化街８１巷２８號,,113/02/21,"1,300",,50.65,,透天厝,,全/三層,住家用,房地(土地+建物),土:1 建物:1 車位:0,4房2廳3衛,,無,無,"建物第一次登記後移轉,親友、員工、共有人或其他特殊關係間之交易;",,
1194,關廟區中正路７６２號,,113/02/29,330,,53.41,,透天厝,36,全/三層,住家用,房地(土地+建物),土:1 建物:1 車位:0,5房2廳4衛,,無,無,親友、員工、共有人或其他特殊關係間之交易;其他增建;,,
1195,關廟區中山路二段１６５巷１０２號,,113/02/22,600,,49.14,,透天厝,28,全/二層,住家用,房地(土地+建物),土:1 建物:1 車位:0,4房2廳6衛,,無,無,親友、員工、共有人或其他特殊關係間之交易;,,
1196,關廟區北安二街２５５號,,113/02/22,"1,550",,55.83,,透天厝,1,全/四層,住家用,房地(土地+建物),土:2 建物:1 車位:0,4房2廳4衛,,無,無,未登記建物;(包含)公共設施保留地(用地);,,
1197,關廟區大仁街３２１號四樓之６,,113/01/08,850,22.5,36.97,68.10%,華廈(10層含以下有電梯),,四層/五層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,3房2廳2衛,110,有,有,建物第一次登記後移轉,,
1198,關廟區埤頭里關新路一段８４９號,,113/01/02,"1,395",,57.79,,透天厝,8,全/四層,住商用,房地(土地+建物),土:1 建物:1 車位:0,3房2廳3衛,,無,無,其他增建;,,
1199,關廟區仁愛路２０３號,,113/01/05,300,,57.00,,透天厝,39,全/二層,住家用,房地(土地+建物),土:2 建物:1 車位:0,5房2廳2衛,,無,無,親友、員工、共有人或其他特殊關係間之交易;,,
1200,關廟區北花里花園二街９８號,,113/01/21,650,,49.41,,透天厝,34,全/三層,住家用,房地(土地+建物),土:2 建物:1 車位:0,6房2廳2衛,,無,無,,,
1201,關廟區文化街８１巷２２號,,113/01/12,"1,380",,50.24,,透天厝,,全/三層,住家用,房地(土地+建物),土:2 建物:1 車位:0,3房2廳4衛,,無,無,建物第一次登記後移轉,,
1202,關廟區文化街８１巷２０號,,113/01/10,"1,320",,51.15,,透天厝,,全/三層,住家用,房地(土地+建物),土:1 建物:1 車位:0,3房2廳4衛,,無,無,建物第一次登記後移轉,,
1203,關廟區文化街８１巷２６號,,113/01/24,"1,350",,50.23,,透天厝,,全/三層,住家用,房地(土地+建物),土:2 建物:1 車位:0,4房2廳3衛,,無,無,建物第一次登記後移轉,,
1204,關廟區長榮街５００號,,113/01/19,92,,10.99,,透天厝,33,全/一層,辦公用,建物,土:0 建物:1 車位:0,,,無,無,建物坐落地號：布袋尾段65-3地號;,,
1205,關廟區五權街２巷１９號,,113/01/10,"1,200",,52.91,,透天厝,4,全/三層,住家用,房地(土地+建物),土:2 建物:1 車位:0,5房2廳3衛,,無,無,,,
1206,關廟區五甲路２１巷１１弄１６號,,113/01/19,635,,42.82,,透天厝,35,全/三層,住家用,房地(土地+建物),土:1 建物:1 車位:0,5房2廳2衛,,無,無,頂樓加蓋;其他增建;,,
1207,關廟區中山路二段１７０巷１８號,,113/01/18,610,,32.06,,透天厝,46,全/二層,住商用,房地(土地+建物),土:1 建物:1 車位:0,4房1廳2衛,,無,無,,,
1208,關廟區深坑里南雄路一段２６號,,113/01/27,"2,250",,152.51,,透天厝,39,全/二層,農業用,房地(土地+建物),土:1 建物:1 車位:0,6房1廳5衛,,無,無,,,
1209,關廟區文衡路２１５號,,112/12/20,982,,62.07,,透天厝,34,全/三層,住商用,房地(土地+建物),土:1 建物:1 車位:0,5房1廳3衛,,無,無,,,
1210,關廟區大仁街２９２號,,112/12/12,350,,26.80,,透天厝,43,全/二層,住家用,房地(土地+建物),土:1 建物:1 車位:0,5房1廳3衛,,無,無,親友、員工、共有人或其他特殊關係間之交易;,,
1211,關廟區中山路一段２３９巷３弄１０號,,112/12/04,700,,28.86,,透天厝,45,全/二層,住家用,房地(土地+建物),土:3 建物:1 車位:0,3房1廳2衛,,無,無,親友、員工、共有人或其他特殊關係間之交易;,,
1212,關廟區南雄南路４９０號,,112/12/04,280,,40.81,,透天厝,40,全/二層,農業用,建物,土:0 建物:1 車位:0,4房1廳2衛,,無,無,建物坐落地號：深坑子段916-16地號;親友、員工、共有人或其他特殊關係間之交易;,,
1213,關廟區北新一街１０號十樓之１,,112/12/20,605,22.1,27.38,66.31%,華廈(10層含以下有電梯),,十層/十層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,2房2廳1衛,,有,有,,,
1214,關廟區大仁街３２１號三樓之２,,112/12/16,840,22.2,36.97,68.10%,華廈(10層含以下有電梯),,三層/五層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,3房2廳2衛,110,有,有,建物第一次登記後移轉,,
1215,關廟區大仁街３２１號四樓之２,,112/12/22,850,22.5,36.97,68.10%,華廈(10層含以下有電梯),,四層/五層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,3房2廳2衛,110,有,有,建物第一次登記後移轉,,
1216,關廟區五慧街６７之１號,,112/12/21,"1,350",,50.77,,透天厝,,全/四層,住家用,房地(土地+建物),土:2 建物:1 車位:0,3房2廳4衛,,無,無,,,
1217,關廟區成功路３２９巷１６號,,112/12/31,227.9,,28.07,,透天厝,43,全/二層,住家用,房地(土地+建物),土:2 建物:1 車位:0,3房2廳3衛,,無,無,以公契為私契親友、員工、共有人或其他特殊關係間之交易;,,
1218,關廟區東安街２４１巷９號,,112/12/08,456,,28.24,,透天厝,40,全/二層,住商用,房地(土地+建物),土:1 建物:1 車位:0,2房2廳2衛,,無,無,頂樓加蓋;其他增建;,,
1219,關廟區松腳里中山路一段１２３號,,112/12/06,880,,66.09,,透天厝,53,全/三層,住家用,房地(土地+建物),土:2 建物:1 車位:0,7房2廳3衛,,無,無,親友、員工、共有人或其他特殊關係間之交易;頂樓加蓋;其他增建;未登記建物;,,
1220,關廟區新埔二街７２巷１２號,,112/12/11,"1,180",,43.80,,透天厝,,全/三層,住家用,房地(土地+建物),土:1 建物:1 車位:0,4房2廳3衛,,無,無,,,
1221,關廟區北花里中正路７１５號,,112/12/26,450,,38.47,,透天厝,35,全/三層,住家用,房地(土地+建物),土:1 建物:1 車位:0,4房2廳3衛,,無,無,親友、員工、共有人或其他特殊關係間之交易;,,
1222,關廟區南雄路一段５３３號,,112/12/25,700,,72.98,,透天厝,31,全/三層,辦公用,房地(土地+建物),土:1 建物:1 車位:0,6房1廳4衛,,無,無,,,
1223,關廟區東安街１２２號,,112/12/13,750,,60.52,,透天厝,35,全/三層,住商用,房地(土地+建物),土:1 建物:1 車位:0,6房1廳3衛,,無,無,頂樓加蓋;其他增建;,,
1224,關廟區北新一街１０號四樓之９,,112/11/20,697,20.9,35.52,66.22%,華廈(10層含以下有電梯),,四層/十層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,3房2廳2衛,55,有,有,"建物第一次登記後移轉,預售屋、或土地及建物分件登記案件;",,
1225,關廟區大仁街３２１號三樓之３,,112/11/24,477,21.3,22.41,69.04%,華廈(10層含以下有電梯),,三層/五層,住家用,房地(土地+建物),土:1 建物:1 車位:0,2房2廳1衛,,有,有,"建物第一次登記後移轉,預售屋、或土地及建物分件登記案件;",,
1226,關廟區五甲里五義街８８號,,112/11/21,350,,34.65,,透天厝,31,全/三層,住家用,房地(土地+建物),土:1 建物:1 車位:0,4房2廳3衛,,無,無,親友、員工、共有人或其他特殊關係間之交易;,,
1227,關廟區明德街１８號,,112/11/30,550,,55.64,,透天厝,40,全/三層,住家用,房地(土地+建物),土:1 建物:1 車位:0,4房2廳3衛,,無,無,,,
1228,關廟區民族街７６巷７號,,112/11/16,750,,38.08,,透天厝,30,全/三層,住家用,房地(土地+建物),土:1 建物:1 車位:0,5房2廳3衛,,無,無,其他增建;,,
1229,關廟區中正路７３巷３弄２號,,112/11/01,"1,170",,62.29,,透天厝,1,全/四層,住家用,房地(土地+建物),土:2 建物:1 車位:0,4房2廳5衛,,無,無,陽台外推;頂樓加蓋;其他增建;,,
1230,關廟區長文街１６８巷１８號,,112/11/06,450,,21.02,,透天厝,41,全/二層,農業用,房地(土地+建物),土:2 建物:1 車位:0,5房2廳2衛,,無,無,未登記建物;,,
1231,關廟區北安二街９８之２號,,112/11/01,938,,48.60,,透天厝,4,全/三層,住家用,房地(土地+建物),土:2 建物:1 車位:0,4房1廳3衛,,無,無,,,
1232,關廟區北新一街１０號三樓之９,,112/11/11,682,20.4,35.52,66.22%,華廈(10層含以下有電梯),,三層/十層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,3房2廳2衛,55,有,有,"建物第一次登記後移轉,預售屋、或土地及建物分件登記案件;",,
1233,關廟區北新一街１０號二樓之９,,112/11/11,612,19.9,30.72,66.22%,華廈(10層含以下有電梯),,二層/十層,住家用,房地(土地+建物),土:1 建物:1 車位:0,3房2廳2衛,,有,有,"建物第一次登記後移轉,預售屋、或土地及建物分件登記案件;",,
1234,關廟區北新一街１０號十樓之２,,112/11/22,695,21,34.58,68.23%,華廈(10層含以下有電梯),,十層/十層,住家用,房地(土地+建物)+車位,土:1 建物:1 車位:1,3房2廳2衛,70,有,有,"建物第一次登記後移轉,預售屋、或土地及建物分件登記案件;",,
1235,關廟區大仁街３２１號三樓之５,,112/11/25,477,21.3,22.40,68.53%,華廈(10層含以下有電梯),,三層/五層,住家用,房地(土地+建物),土:1 建物:1 車位:0,2房2廳1衛,,有,有,"建物第一次登記後移轉,預售屋、或土地及建物分件登記案件;",,
1236,關廟區大順路１３５號,,112/11/27,"4,500",,622.66,,透天厝,6,全/一層,工業用,建物,土:0 建物:1 車位:0,,,無,無,建物坐落地號：五甲段1599地號;其他增建;,,
