10ASub1,10ASub2,10ASub3,10BSub1,10BSub2,10BSub3,11ASub1,11ASub2,11ASub3,11BSub1,11BSub2,11BSub3,12ASub1,12ASub2,12ASub3,12BSub1,12BSub2,12BSub3,TestNG3,TestSG3,學校,入學管道
76,76,82,74,63,81,69,69,81,76,64,80,80,73,85,92,78,95,45,44,國立陽明交通大學,考試分發
82,87,89,84,85,86,84,79,81,81,84,77,88,76,81,88,77,95,49,47,國立成功大學,考試分發
62,68,74,60,63,73,61,74,70,57,79,67,92,72,82,87,82,95,45,43,國立成功大學,考試分發
66,82,78,73,82,83,73,67,80,75,77,81,86,73,82,88,78,92,46,49,國立中正大學,考試分發
58,67,75,53,67,74,65,67,78,64,72,76,79,77,79,86,80,96,42,44,國立中央大學,考試分發
61,78,75,66,74,73,65,66,80,76,74,78,85,76,78,92,84,95,50,50,國立成功大學,考試分發
87,94,86,86,86,84,92,88,82,93,89,80,97,91,84,96,88,95,57,54,國立清華大學,個人申請
90,85,91,89,84,82,96,83,84,92,82,84,89,86,87,100,89,95,55,55,國立成功大學,考試分發
81,85,87,81,91,86,84,79,81,84,88,81,87,89,85,98,94,97,53,52,高雄醫學大學,考試分發
97,83,92,97,86,92,95,91,89,91,92,89,87,92,93,94,96,93,57,56,國立臺灣大學,考試分發
72,46,79,71,42,65,69,53,75,75,58,74,82,49,76,0,0,0,41,44,-,-
75,67,79,65,49,62,55,40,74,54,60,60,70,39,70,1,29,78,34,27,-,-
89,69,86,87,61,81,84,61,79,87,61,72,64,47,78,94,48,93,47,48,國立臺北大學,個人申請
70,58,78,69,60,68,64,60,70,71,71,64,86,52,75,89,61,88,45,45,國立成功大學,個人申請
53,65,54,55,45,63,57,40,76,50,53,79,75,59,69,68,61,85,38,39,中山醫學大學,考試分發
59,56,68,59,62,64,65,54,70,65,69,64,78,60,76,81,62,89,31,32,-,-
61,67,68,70,68,64,64,72,64,70,77,57,88,71,72,88,61,91,47,44,國立中央大學,個人申請
64,63,64,59,54,51,60,54,58,63,62,56,73,61,73,83,62,91,39,38,國立嘉義大學,考試分發
69,59,77,66,61,71,60,68,76,60,75,68,77,55,73,78,61,95,39,35,東海大學,考試分發
71,76,89,66,61,81,69,65,72,67,72,72,79,51,78,84,60,95,46,47,臺北醫學大學,考試分發
70,58,76,71,63,79,62,55,79,70,60,77,83,61,82,91,58,96,50,45,國立陽明交通大學,個人申請
71,81,79,79,74,68,82,71,70,78,73,70,89,72,78,92,59,95,51,51,中山醫學大學,考試分發
79,62,73,69,66,71,61,59,72,68,67,73,87,60,81,84,60,95,45,44,國立成功大學,考試分發
85,81,86,74,71,88,89,65,86,89,75,84,88,60,90,93,60,98,45,46,國立清華大學,考試分發
86,73,89,84,65,83,82,75,82,86,83,81,85,72,81,95,61,95,41,43,國立中興大學,繁星推薦
62,64,68,66,62,66,71,72,64,69,81,70,72,64,70,90,63,93,49,46,國立陽明交通大學,個人申請
59,81,73,68,69,66,66,74,74,67,79,71,67,68,77,79,61,92,50,37,國立清華大學,考試分發
70,61,84,77,63,79,66,65,75,63,64,70,86,70,82,85,67,94,48,45,嘉藥學校財團法人嘉南藥理大學,科大申請
89,88,79,79,90,63,71,77,78,0,2,2,72,79,75,89,63,95,55,40,中國醫藥大學,個人申請
67,66,82,68,64,68,71,71,84,63,68,73,98,72,78,91,65,96,50,38,國立中山大學,考試分發
72,76,77,69,69,73,71,76,80,76,74,78,78,71,77,89,67,93,49,48,國立政治大學,考試分發
53,44,61,55,53,45,46,38,66,54,48,60,64,41,61,72,40,75,33,24,國立中山大學,個人申請
57,52,72,56,52,66,47,37,63,45,43,54,75,30,58,61,39,72,32,31,-,-
71,62,74,73,55,81,62,60,70,59,60,73,75,45,75,69,38,71,38,40,國立中興大學,考試分發
70,61,81,80,67,74,77,61,81,73,60,74,95,61,67,80,40,74,44,42,東海大學,考試分發
52,54,68,54,55,63,61,65,70,59,66,74,61,48,64,62,45,75,36,27,-,-
70,55,71,67,58,66,66,44,63,65,61,58,86,41,72,91,44,86,40,37,國立嘉義大學,考試分發
62,57,63,61,50,62,62,50,71,67,57,75,80,59,67,66,49,82,46,42,高雄醫學大學,個人申請
57,70,69,59,79,62,60,64,70,60,65,71,79,68,69,78,57,52,48,48,長庚大學,個人申請
64,51,71,69,47,61,80,58,64,70,59,59,74,72,67,79,60,68,40,30,國立中正大學,考試分發
92,101,78,90,101,78,91,94,80,94,98,81,40,100,82,100,100,44,59,44,國立臺灣大學,考試分發
88,71,58,88,58,59,89,66,69,87,64,69,69,57,52,99,60,65,51,38,-,-
55,73,78,50,64,65,50,60,72,54,63,66,76,53,68,60,63,75,40,39,國立臺南大學,個人申請
68,60,71,71,61,75,68,62,67,67,66,65,69,74,65,84,65,0,47,34,國立高雄師範大學,考試分發
65,55,74,67,66,77,82,68,75,82,69,71,83,77,68,92,65,86,51,49,國立體育大學,運動績優
85,73,77,87,65,81,92,73,87,90,71,81,59,79,72,96,65,83,51,37,國立陽明交通大學,個人申請
85,80,84,84,70,77,81,74,78,74,72,73,84,78,78,79,70,84,49,37,國立高雄師範大學,考試分發
82,79,85,80,74,81,83,71,77,90,73,72,88,73,74,93,71,89,47,46,國立臺灣師範大學,考試分發
61,66,76,65,65,73,66,61,77,69,77,73,88,71,79,90,68,87,45,44,-,-
77,81,80,79,74,78,73,82,80,72,82,74,88,89,73,96,70,77,54,52,高雄醫學大學,個人申請
56,61,69,58,62,76,66,54,76,61,63,70,75,73,75,78,73,88,45,32,國立中興大學,個人申請
80,78,74,73,80,77,82,67,74,82,76,72,75,74,72,98,70,66,51,48,國立臺灣大學,考試分發
81,67,81,83,62,83,86,67,78,84,62,75,1,79,74,100,74,70,54,52,-,-
61,62,80,62,65,73,58,52,65,61,64,67,83,70,68,94,74,23,45,44,國立中正大學,考試分發
75,80,75,74,61,65,78,74,75,77,74,68,74,84,71,93,75,77,51,37,國立中山大學,個人申請
87,87,88,89,69,86,85,81,79,83,73,78,93,79,78,96,76,87,51,51,國立陽明交通大學,考試分發
70,75,75,78,70,73,68,75,73,72,87,71,78,85,70,82,76,71,45,44,國立中山大學,個人申請
80,70,78,78,63,77,89,64,71,88,73,69,93,79,74,97,76,0,48,46,國立中央大學,考試分發
68,71,82,69,62,80,67,61,71,67,62,72,85,77,79,83,76,1,43,42,國立高雄師範大學,考試分發
81,79,83,81,66,78,78,66,77,77,79,73,79,81,63,90,79,45,48,36,國立成功大學,考試分發
89,80,80,86,60,81,90,72,75,88,79,74,73,72,73,95,77,73,50,50,國立中正大學,考試分發
68,54,70,71,60,76,85,68,72,82,73,74,71,77,77,92,77,46,48,34,國立臺灣大學,考試分發
83,64,82,85,70,86,91,65,78,95,67,77,65,75,81,92,76,86,48,44,中山醫學大學,個人申請
82,77,85,84,79,86,87,80,85,94,85,81,80,89,86,95,78,90,55,52,國防醫學院,軍校招生 
89,89,94,93,80,92,94,83,80,93,91,82,87,96,84,98,78,92,55,52,國防醫學院,軍校招生 
79,63,76,68,52,66,90,76,76,86,90,66,94,87,74,100,79,74,55,53,國立中興大學,個人申請
91,74,84,85,78,73,85,69,75,86,73,75,24,80,81,94,81,86,54,54,馬偕醫學院,繁星推薦
85,97,84,88,90,79,85,90,83,92,90,82,78,88,80,91,85,87,56,53,高雄醫學大學,考試分發
80,92,85,87,85,80,88,82,83,84,86,85,77,90,79,95,85,46,54,49,臺北醫學大學,考試分發
90,79,85,88,76,81,98,78,80,97,79,76,89,89,62,1,87,2,57,42,國立臺灣大學,個人申請
84,83,92,82,83,89,85,71,86,87,75,86,81,95,79,94,92,58,56,41,長庚大學,考試分發
77,69,83,69,71,83,78,59,68,78,70,67,78,85,75,98,96,65,51,50,國立清華大學,考試分發
89,88,88,90,87,83,93,82,81,97,87,76,88,90,85,100,96,92,58,55,臺北醫學大學,個人申請
95,94,84,97,92,91,94,92,90,92,96,85,90,97,88,98,97,88,59,44,高雄醫學大學,個人申請
65,58,71,72,59,73,71,60,72,64,62,70,79,41,70,82,51,80,43,42,-,-
56,58,57,54,52,52,60,65,60,68,67,65,68,60,69,0,50,78,46,43,高雄醫學大學,考試分發
86,70,86,82,59,79,80,54,72,80,61,67,68,59,68,88,50,80,44,33,國立高雄大學,考試分發
45,70,76,48,64,77,31,58,72,34,63,74,74,58,71,59,62,77,43,41,國立嘉義大學,考試分發
60,74,73,61,75,59,53,64,60,49,71,60,81,62,63,63,62,91,43,32,國立臺灣海洋大學,考試分發
68,63,79,68,56,74,71,58,78,64,78,77,62,58,71,85,62,88,45,34,中原大學,考試分發
72,85,77,71,78,73,71,66,78,71,71,79,85,73,75,79,62,76,51,48,-,-
76,74,84,71,83,76,70,65,71,69,71,67,79,58,71,77,59,69,40,41,高雄醫學大學,考試分發
73,72,80,71,66,80,76,65,74,72,69,71,58,64,72,66,58,72,48,47,-,-
83,77,70,81,62,58,89,82,78,87,76,53,68,59,40,74,61,0,57,42,中山醫學大學,考試分發
82,67,87,78,61,83,61,67,75,71,70,77,83,71,76,87,59,84,46,45,國立高雄大學,考試分發
84,67,87,82,71,77,67,52,73,65,67,73,87,64,69,87,60,75,37,36,-,-
89,82,89,85,80,89,80,78,77,80,85,80,73,72,77,85,64,89,56,55,國防醫學院,軍校招生 
69,65,86,68,69,85,71,61,78,79,70,77,85,62,78,81,63,87,46,46,國立成功大學,考試分發
73,84,87,71,74,78,71,68,71,67,79,67,85,69,80,87,62,88,50,48,國立成功大學,考試分發
66,58,79,80,65,75,85,63,78,85,64,80,73,65,81,92,62,86,49,48,國立陽明交通大學,個人申請
76,89,82,73,80,81,73,80,72,72,88,58,64,82,74,79,63,78,48,46,國立中正大學,個人申請
74,79,68,74,78,71,66,71,76,70,62,70,85,70,76,93,66,90,45,44,國立中興大學,考試分發
85,82,77,78,71,77,77,73,73,79,73,77,85,76,72,94,63,74,52,48,國立中央大學,考試分發
78,77,81,78,79,68,75,80,73,72,76,63,74,75,81,96,70,87,46,46,國立中正大學,考試分發
63,75,77,59,67,66,46,70,68,61,65,65,73,63,64,66,71,74,40,42,中山醫學大學,考試分發
86,81,83,78,75,74,87,68,74,87,74,75,79,78,76,1,71,74,55,41,國立清華大學,考試分發
65,74,74,67,71,69,51,66,68,62,63,61,93,64,73,84,71,85,45,44,國立臺灣師範大學,考試分發
71,72,81,81,75,82,76,70,81,73,75,81,77,78,81,90,72,75,53,53,國立清華大學,個人申請
87,93,89,82,86,87,86,85,78,79,79,78,89,81,84,92,74,81,55,55,中國醫藥大學,考試分發
92,84,89,89,82,87,87,87,84,82,83,80,83,78,81,90,78,92,58,57,中國醫藥大學,個人申請
72,62,71,71,66,68,81,76,75,77,80,75,85,74,78,87,76,85,56,42,中山醫學大學,個人申請
95,81,87,90,77,90,91,80,82,91,77,82,81,81,84,94,80,88,55,53,國立清華大學,繁星推薦
77,92,78,74,82,71,83,82,68,89,85,64,83,92,77,97,81,90,58,43,國立陽明交通大學,個人申請
74,73,80,74,79,81,81,80,78,80,84,80,76,81,73,58,82,66,48,36,國立成功大學,考試分發
73,83,80,78,71,76,84,78,73,89,76,68,90,81,81,93,92,82,54,50,國立成功大學,個人申請
54,46,48,56,28,52,62,62,60,65,62,49,72,62,3,1,1,2,35,26,國立高雄師範大學,考試分發
75,47,77,64,50,76,59,45,56,48,39,0,1,47,2,1,0,1,32,34,-,-
52,38,76,56,43,70,49,39,62,46,38,50,77,50,58,79,54,77,29,34,國立嘉義大學,考試分發
82,78,88,78,71,88,78,62,83,76,69,83,87,68,72,87,52,66,43,48,國立中央大學,考試分發
89,64,77,84,59,82,85,39,77,80,60,76,75,50,74,88,46,86,42,43,國立臺南大學,考試分發
91,63,81,76,63,78,85,52,77,86,80,72,78,78,72,87,57,96,52,49,國立中山大學,個人申請
85,70,81,81,62,74,84,58,77,81,69,78,77,63,80,84,61,88,47,45,國立政治大學,考試分發
89,71,77,86,65,81,89,68,78,82,73,72,82,72,74,92,58,89,48,36,嘉藥學校財團法人嘉南藥理大學,科大申請
88,77,88,77,64,85,74,64,84,80,77,76,69,69,78,76,62,78,49,50,國立政治大學,考試分發
84,55,76,85,55,78,81,60,75,80,62,75,73,60,74,90,58,91,47,36,國立成功大學,個人申請
85,62,82,83,59,80,91,56,81,87,64,81,83,63,84,96,60,89,54,51,新加坡南洋理工大學,國外大學
91,72,76,80,66,74,75,54,68,87,61,64,89,63,72,91,61,93,45,34,國立臺灣大學,考試分發
97,79,87,95,77,85,96,69,85,94,74,77,90,78,83,92,61,99,52,54,國立政治大學,個人申請
91,62,83,91,71,83,87,64,82,85,69,82,85,66,82,89,61,84,51,49,國立陽明交通大學,考試分發
82,76,75,81,72,70,82,73,71,69,78,70,72,72,80,88,58,76,51,38,國立陽明交通大學,考試分發
68,49,67,66,46,59,53,43,72,64,48,74,63,53,70,75,62,76,39,40,中山醫學大學,考試分發
82,62,87,78,60,84,70,60,81,75,62,81,85,56,77,88,63,85,43,42,國立中正大學,考試分發
78,78,86,81,70,75,78,66,73,78,70,72,84,60,70,95,61,87,48,48,國立高雄大學,考試分發
79,75,80,79,68,77,73,70,81,76,66,81,66,63,74,85,65,89,52,50,高雄醫學大學,個人申請
81,62,81,77,62,75,83,53,82,80,61,84,95,50,80,96,63,88,47,51,國立中山大學,考試分發
86,72,77,83,58,76,78,68,78,88,77,80,70,76,73,93,64,85,52,48,國立中央大學,個人申請
64,58,73,66,68,75,62,49,74,74,71,76,85,65,67,93,65,88,44,42,國立中正大學,考試分發
67,74,78,67,67,74,71,63,72,80,69,75,58,62,71,77,68,85,49,44,國立中央大學,個人申請
79,86,78,71,84,71,59,74,76,61,74,76,60,66,67,77,68,77,42,40,國立臺灣師範大學,個人申請
73,59,80,81,65,85,79,71,83,79,73,72,78,70,76,92,69,84,49,50,國立中山大學,個人申請
59,62,75,61,61,70,64,64,73,66,65,69,85,58,71,90,69,82,49,49,國立成功大學,個人申請
78,76,84,83,84,80,83,74,78,87,74,76,85,84,78,88,67,79,54,53,國立臺灣大學,個人申請
83,72,86,87,77,91,91,72,86,92,71,87,98,77,84,98,68,89,51,49,國立臺灣大學,繁星推薦
88,80,84,88,77,82,81,72,77,87,79,76,84,75,71,97,69,86,50,48,高雄醫學大學,考試分發
67,71,81,69,73,72,73,60,71,68,68,71,71,57,67,92,78,84,41,40,國立中正大學,考試分發
76,90,85,80,84,79,81,79,73,88,83,74,81,82,67,94,79,75,51,38,國立臺灣大學,考試分發
68,86,83,83,78,81,66,76,82,78,90,83,74,78,76,93,84,82,53,50,國立清華大學,考試分發
91,98,91,91,87,86,87,93,86,89,92,86,89,95,81,99,87,86,55,56,馬偕醫學院,個人申請
49,56,75,51,53,66,34,51,51,34,51,53,74,45,58,60,60,84,35,33,中山醫學大學,個人申請
72,57,76,69,35,67,57,45,68,64,61,67,98,53,62,86,61,80,35,35,國立中興大學,考試分發
90,76,77,88,60,74,84,61,80,81,65,71,79,65,77,94,66,87,46,47,明尼蘇達大學-雙城校區,國外大學
91,72,75,95,73,78,87,73,75,89,69,75,86,71,74,86,63,82,50,37,國立中山大學,個人申請
94,70,83,90,68,79,86,63,78,83,72,74,81,64,79,89,64,92,45,45,國立中山大學,考試分發
97,83,94,90,78,89,94,67,85,94,87,89,91,90,86,93,67,99,56,56,中山醫學大學,繁星推薦
80,62,76,81,62,77,80,56,74,81,65,72,78,64,74,90,72,88,45,35,中國醫藥大學,考試分發
85,75,84,85,71,80,83,66,77,88,77,74,83,75,78,88,71,94,53,39,國立臺灣大學,考試分發
92,70,75,86,66,66,93,69,66,91,60,59,87,59,66,93,74,86,47,46,國立東華大學,考試分發
92,82,78,91,69,81,93,73,78,91,75,67,87,74,72,94,83,84,47,35,-,-
88,88,82,93,77,83,88,74,80,92,86,78,87,87,77,92,85,79,52,38,國立臺灣大學,考試分發
91,95,85,95,85,87,92,92,86,91,91,84,86,96,87,92,91,80,59,58,國立陽明交通大學,個人申請
86,79,68,93,82,80,90,84,78,87,86,69,85,90,58,99,92,91,54,39,國立陽明交通大學,個人申請
95,85,84,94,81,80,89,82,85,97,91,80,91,87,82,100,90,100,54,40,英屬哥倫比亞大學(UBC),國外大學
89,79,84,88,77,88,90,78,77,90,86,76,85,90,72,95,90,84,54,40,中山醫學大學,考試分發
91,77,84,93,75,80,94,85,76,90,83,77,89,87,75,94,93,91,56,53,國立成功大學,個人申請
91,92,86,86,83,82,88,89,85,86,92,80,82,91,80,93,93,92,57,57,日本東北大學,國外大學
97,83,91,92,79,85,93,71,90,92,86,88,87,86,84,97,92,96,51,52,國立陽明交通大學,考試分發
94,80,87,94,85,91,95,93,86,93,98,85,90,94,82,90,93,80,58,54,高雄醫學大學,個人申請
90,66,81,86,58,76,83,48,73,72,48,66,69,48,70,85,58,96,37,40,國立臺南藝術大學,個人申請
67,56,71,55,45,66,61,55,72,54,55,61,78,35,62,34,27,80,36,35,東海大學,個人申請
2,0,0,1,0,1,57,60,81,51,61,74,86,47,69,67,39,87,42,41,國立中興大學,考試分發
82,65,85,83,62,78,86,64,73,87,76,70,64,59,64,91,49,75,45,46,-,-
67,64,71,72,58,56,68,53,79,71,73,66,73,61,70,83,52,85,44,33,國立中山大學,個人申請
82,63,85,79,64,82,74,63,77,75,63,69,69,52,77,89,50,87,50,48,國立成功大學,個人申請
78,63,81,70,65,74,64,61,70,62,62,59,75,54,66,85,53,90,45,41,國立臺灣海洋大學,考試分發
67,57,62,59,62,57,62,68,48,56,66,45,80,63,62,54,55,84,38,26,高雄醫學大學,考試分發
63,70,75,61,66,70,60,69,70,64,67,73,80,57,77,81,60,93,45,45,臺灣科技大學,個人申請
65,69,88,64,61,75,68,59,76,60,72,70,99,61,67,83,61,75,44,45,國立臺北大學,個人申請
77,77,75,78,64,71,74,62,71,79,67,73,84,56,70,92,58,89,48,42,國立中興大學,個人申請
85,63,78,82,67,80,76,72,79,74,66,77,79,62,72,92,61,87,47,47,臺灣科技大學,個人申請
85,72,75,87,73,77,95,65,77,95,72,77,77,61,75,93,59,82,51,49,國立清華大學,個人申請
59,64,71,52,61,65,54,61,67,53,62,76,71,54,64,79,59,84,43,43,中山醫學大學,考試分發
67,65,79,62,58,78,71,60,84,72,73,86,101,65,74,91,62,85,48,47,長庚大學,考試分發
69,66,79,63,60,75,55,45,71,57,66,69,81,63,63,86,58,84,44,42,國立中正大學,個人申請
72,73,80,73,60,69,67,56,72,63,67,64,61,49,69,83,58,82,39,39,-,-
74,81,80,72,76,74,79,77,79,70,81,74,88,64,69,80,59,82,46,34,國立中興大學,考試分發
74,72,75,76,63,75,68,61,72,67,69,68,80,68,70,79,59,76,49,46,國立成功大學,考試分發
